molecule_chembl_id,bioactivity_class
CHEMBL5220061,active
CHEMBL3219129,active
CHEMBL522116,active
CHEMBL5812558,active
CHEMBL4071170,active
CHEMBL1830271,active
CHEMBL3671534,active
CHEMBL6055515,active
CHEMBL2029441,active
CHEMBL3936642,active
CHEMBL474524,active
CHEMBL414631,active
CHEMBL5907912,active
CHEMBL250130,active
CHEMBL5287016,active
CHEMBL5966699,active
CHEMBL3805280,active
CHEMBL4783569,active
CHEMBL4793053,active
CHEMBL5920011,active
CHEMBL5630267,active
CHEMBL5088102,active
CHEMBL5972732,active
CHEMBL543600,inactive
CHEMBL1095259,inactive
CHEMBL3805236,active
CHEMBL5998932,active
CHEMBL4747078,active
CHEMBL328245,active
CHEMBL5808781,active
CHEMBL2048788,active
CHEMBL1090351,active
CHEMBL1945647,inactive
CHEMBL3699596,active
CHEMBL161895,active
CHEMBL257859,active
CHEMBL6013422,active
CHEMBL3357641,active
CHEMBL3357642,active
CHEMBL4519157,active
CHEMBL501705,active
CHEMBL4293734,active
CHEMBL5401125,active
CHEMBL3759900,active
CHEMBL3982602,inactive
CHEMBL6013902,active
CHEMBL3416439,active
CHEMBL2325096,active
CHEMBL3893698,active
CHEMBL6044353,active
CHEMBL52472,active
CHEMBL5743744,active
CHEMBL4242522,active
CHEMBL5275471,inactive
CHEMBL5812501,active
CHEMBL3233771,active
CHEMBL5930251,active
CHEMBL122785,inactive
CHEMBL5870314,active
CHEMBL204625,active
CHEMBL5568921,active
CHEMBL5844276,active
CHEMBL160207,inactive
CHEMBL5749776,active
CHEMBL1950289,active
CHEMBL598306,active
CHEMBL149512,active
CHEMBL5941079,active
CHEMBL3961553,active
CHEMBL3953210,active
CHEMBL6050257,active
CHEMBL1630113,active
CHEMBL5976230,active
CHEMBL5221067,active
CHEMBL3759848,active
CHEMBL5081299,active
CHEMBL5808724,active
CHEMBL4798434,active
CHEMBL1242663,inactive
CHEMBL3680374,active
CHEMBL5397801,active
CHEMBL5420947,active
CHEMBL5795026,active
CHEMBL6030420,active
CHEMBL540590,active
CHEMBL1241482,inactive
CHEMBL5203711,active
CHEMBL5834325,active
CHEMBL111197,active
CHEMBL4285894,active
CHEMBL5766029,active
CHEMBL4872030,inactive
CHEMBL3647970,active
CHEMBL3954370,active
CHEMBL485320,active
CHEMBL334801,active
CHEMBL3678959,active
CHEMBL5203118,active
CHEMBL5771119,active
CHEMBL5788798,active
CHEMBL424093,active
CHEMBL4103440,active
CHEMBL5792679,active
CHEMBL54788,active
CHEMBL4555488,active
CHEMBL6056862,active
CHEMBL3353404,active
CHEMBL5754623,active
CHEMBL5089161,active
CHEMBL3962343,active
CHEMBL3966129,active
CHEMBL1173105,inactive
CHEMBL5801606,active
CHEMBL5843750,inactive
CHEMBL3335244,inactive
CHEMBL4084847,active
CHEMBL291514,active
CHEMBL5070579,active
CHEMBL4085842,active
CHEMBL5186583,active
CHEMBL5934211,active
CHEMBL5555813,active
CHEMBL3939588,active
CHEMBL2029691,inactive
CHEMBL5641915,active
CHEMBL287007,active
CHEMBL5409123,active
CHEMBL5780851,active
CHEMBL3746557,active
CHEMBL5755984,active
CHEMBL355816,active
CHEMBL5849925,active
CHEMBL5779271,active
CHEMBL245667,active
CHEMBL5764117,active
CHEMBL3133899,active
CHEMBL5860261,active
CHEMBL3983586,active
CHEMBL5794110,active
CHEMBL3655340,active
CHEMBL4740108,active
CHEMBL257814,active
CHEMBL5400012,active
CHEMBL5918591,active
CHEMBL5268388,active
CHEMBL2312645,inactive
CHEMBL2335376,active
CHEMBL5928819,active
CHEMBL4762604,active
CHEMBL94062,active
CHEMBL5882108,active
CHEMBL172517,inactive
CHEMBL5218879,active
CHEMBL3954587,active
CHEMBL1077085,inactive
CHEMBL135142,active
CHEMBL2385974,active
CHEMBL57690,inactive
CHEMBL3903707,active
CHEMBL205284,active
CHEMBL4203001,active
CHEMBL4436695,active
CHEMBL3092304,active
CHEMBL5858571,active
CHEMBL5069609,active
CHEMBL5273000,active
CHEMBL520839,inactive
CHEMBL4083916,active
CHEMBL1172603,inactive
CHEMBL5537023,active
CHEMBL345294,active
CHEMBL5914358,active
CHEMBL4793105,active
CHEMBL4534592,active
CHEMBL4762998,active
CHEMBL5815315,active
CHEMBL496388,active
CHEMBL6052966,active
CHEMBL381306,inactive
CHEMBL3753461,active
CHEMBL5743634,active
CHEMBL66570,active
CHEMBL5994405,active
CHEMBL3678956,active
CHEMBL5909490,active
CHEMBL4752026,active
CHEMBL1934624,active
CHEMBL5182553,active
CHEMBL5613746,inactive
CHEMBL151593,active
CHEMBL207815,active
CHEMBL5839893,active
CHEMBL5964366,active
CHEMBL4440586,active
CHEMBL4649213,active
CHEMBL3765425,active
CHEMBL589259,inactive
CHEMBL5915655,active
CHEMBL3775897,active
CHEMBL514942,active
CHEMBL5947282,active
CHEMBL5974145,active
CHEMBL3655351,active
CHEMBL3758990,active
CHEMBL93966,active
CHEMBL5796551,active
CHEMBL3622673,active
CHEMBL1093100,inactive
CHEMBL1946843,inactive
CHEMBL5973020,active
CHEMBL1204261,active
CHEMBL5964547,active
CHEMBL5967065,inactive
CHEMBL5914449,active
CHEMBL4858535,active
CHEMBL91811,active
CHEMBL5955406,active
CHEMBL347282,active
CHEMBL5418732,active
CHEMBL5763383,active
CHEMBL6026116,active
CHEMBL27688,active
CHEMBL4225863,active
CHEMBL5976210,active
CHEMBL5797595,active
CHEMBL5968371,active
CHEMBL126996,active
CHEMBL6031178,active
CHEMBL4097594,active
CHEMBL326044,inactive
CHEMBL5936556,active
CHEMBL5787865,active
CHEMBL3787344,active
CHEMBL6004439,active
CHEMBL5194285,active
CHEMBL5916404,active
CHEMBL4072928,active
CHEMBL1947124,active
CHEMBL5828924,active
CHEMBL5184941,active
CHEMBL5900800,active
CHEMBL3759780,active
CHEMBL447230,active
CHEMBL5842538,active
CHEMBL4572443,active
CHEMBL5782603,active
CHEMBL5289003,active
CHEMBL5291403,active
CHEMBL5265881,active
CHEMBL5770880,active
CHEMBL5436321,active
CHEMBL5997382,active
CHEMBL129825,active
CHEMBL3972605,active
CHEMBL2381507,active
CHEMBL1928293,active
CHEMBL3663936,active
CHEMBL5080260,active
CHEMBL6040638,active
CHEMBL5908548,active
CHEMBL177053,active
CHEMBL5759181,inactive
CHEMBL206483,inactive
CHEMBL5206775,active
CHEMBL4204566,active
CHEMBL3608429,active
CHEMBL214487,active
CHEMBL48760,inactive
CHEMBL6062263,active
CHEMBL5819905,active
CHEMBL5811686,active
CHEMBL4546553,active
CHEMBL598798,active
CHEMBL5747811,active
CHEMBL5949373,active
CHEMBL203645,active
CHEMBL2047029,active
CHEMBL5894338,active
CHEMBL5831433,active
CHEMBL5788105,active
CHEMBL3917723,inactive
CHEMBL401443,active
CHEMBL5934972,active
CHEMBL6033704,active
CHEMBL2087353,active
CHEMBL31570,active
CHEMBL5966725,active
CHEMBL5761064,active
CHEMBL5887926,active
CHEMBL1229592,active
CHEMBL456758,active
CHEMBL515664,active
CHEMBL3752139,active
CHEMBL3758278,active
CHEMBL5200760,active
CHEMBL5172245,active
CHEMBL5915123,active
CHEMBL1271507,active
CHEMBL4472983,active
CHEMBL355891,active
CHEMBL3814882,active
CHEMBL5563782,inactive
CHEMBL310740,active
CHEMBL162981,active
CHEMBL5405341,active
CHEMBL3622676,active
CHEMBL3903713,active
CHEMBL6032261,active
CHEMBL5743761,active
CHEMBL3133911,inactive
CHEMBL1241491,active
CHEMBL72393,active
CHEMBL3759980,active
CHEMBL5780203,active
CHEMBL13629,inactive
CHEMBL74432,active
CHEMBL1828875,inactive
CHEMBL5897178,active
CHEMBL32844,active
CHEMBL4069672,active
CHEMBL208594,active
CHEMBL4862976,active
CHEMBL3092314,active
CHEMBL4454948,active
CHEMBL1242199,active
CHEMBL1093235,active
CHEMBL5900414,active
CHEMBL5913616,active
CHEMBL4283061,active
CHEMBL207247,active
CHEMBL293250,inactive
CHEMBL5944645,active
CHEMBL5591709,active
CHEMBL503638,active
CHEMBL583403,active
CHEMBL4450934,active
CHEMBL5194482,active
CHEMBL4463094,active
CHEMBL4171543,active
CHEMBL4569885,active
CHEMBL77782,active
CHEMBL4071474,active
CHEMBL570918,active
CHEMBL3628816,inactive
CHEMBL5180778,active
CHEMBL1242117,inactive
CHEMBL3655352,active
CHEMBL4289577,active
CHEMBL5416668,active
CHEMBL3960853,active
CHEMBL596754,active
CHEMBL5983827,active
CHEMBL6056654,active
CHEMBL4863294,active
CHEMBL521887,active
CHEMBL4789716,active
CHEMBL466614,active
CHEMBL461869,active
CHEMBL466174,active
CHEMBL512076,active
CHEMBL3981041,active
CHEMBL5888007,active
CHEMBL3416626,active
CHEMBL5899723,active
CHEMBL1242845,inactive
CHEMBL1929304,inactive
CHEMBL3814812,active
CHEMBL5801421,active
CHEMBL4062543,active
CHEMBL1830257,inactive
CHEMBL5437343,active
CHEMBL4081732,active
CHEMBL2426288,active
CHEMBL5757288,active
CHEMBL5795317,active
CHEMBL52765,active
CHEMBL5940343,active
CHEMBL3890751,active
CHEMBL3912361,active
CHEMBL5913936,active
CHEMBL584714,active
CHEMBL332333,active
CHEMBL4227812,active
CHEMBL6030352,active
CHEMBL3969056,active
CHEMBL5079430,active
CHEMBL5900941,active
CHEMBL5437252,active
CHEMBL3623287,active
CHEMBL385471,active
CHEMBL2029438,active
CHEMBL3759203,active
CHEMBL5823139,active
CHEMBL3740850,active
CHEMBL3953593,active
CHEMBL5776172,active
CHEMBL5897403,active
CHEMBL5904573,active
CHEMBL55729,active
CHEMBL119977,active
CHEMBL2179124,active
CHEMBL514016,active
CHEMBL4465103,active
CHEMBL3752129,active
CHEMBL4439338,active
CHEMBL3904787,active
CHEMBL4225191,active
CHEMBL5811714,active
CHEMBL440873,active
CHEMBL3753235,active
CHEMBL6035358,active
CHEMBL5835276,active
CHEMBL5967291,active
CHEMBL1276179,active
CHEMBL312482,active
CHEMBL4175045,active
CHEMBL3633929,active
CHEMBL1242662,active
CHEMBL3219508,active
CHEMBL3676338,active
CHEMBL5874020,active
CHEMBL202398,active
CHEMBL3671554,active
CHEMBL3973601,active
CHEMBL3964033,active
CHEMBL4162530,active
CHEMBL6001194,active
CHEMBL5791264,active
CHEMBL1241684,inactive
CHEMBL4091166,active
CHEMBL5954027,active
CHEMBL338449,inactive
CHEMBL6060532,active
CHEMBL5206193,active
CHEMBL5784829,active
CHEMBL5878054,active
CHEMBL3092316,active
CHEMBL4129902,active
CHEMBL4112924,active
CHEMBL5883991,active
CHEMBL5956362,active
CHEMBL3918330,active
CHEMBL3957416,active
CHEMBL4208673,active
CHEMBL92356,active
CHEMBL5591662,active
CHEMBL3958006,active
CHEMBL4277822,active
CHEMBL3953221,active
CHEMBL3973973,active
CHEMBL5403510,active
CHEMBL5763901,active
CHEMBL1907944,active
CHEMBL1907764,active
CHEMBL290106,active
CHEMBL3355887,active
CHEMBL1241947,inactive
CHEMBL205149,active
CHEMBL256295,active
CHEMBL394333,active
CHEMBL3114690,active
CHEMBL5949054,active
CHEMBL3263965,active
CHEMBL3622652,active
CHEMBL162223,active
CHEMBL3922922,active
CHEMBL3758762,active
CHEMBL5936272,active
CHEMBL5806859,active
CHEMBL5272747,active
CHEMBL384407,active
CHEMBL3797606,active
CHEMBL6057645,active
CHEMBL5633106,active
CHEMBL4547475,active
CHEMBL4744655,active
CHEMBL3753874,active
CHEMBL3806222,active
CHEMBL3815163,active
CHEMBL4549626,active
CHEMBL380889,active
CHEMBL5436634,active
CHEMBL264382,active
CHEMBL443098,active
CHEMBL5778626,active
CHEMBL293261,active
CHEMBL3752448,active
CHEMBL393787,active
CHEMBL233325,active
CHEMBL2437466,active
CHEMBL483108,inactive
CHEMBL3622677,active
CHEMBL5844116,active
CHEMBL5400975,active
CHEMBL5776775,active
CHEMBL490780,active
CHEMBL6001660,active
CHEMBL5823169,active
CHEMBL3233770,active
CHEMBL5180388,active
CHEMBL203295,active
CHEMBL394056,active
CHEMBL203661,active
CHEMBL55425,active
CHEMBL76958,active
CHEMBL2437462,active
CHEMBL5894508,active
CHEMBL3233782,active
CHEMBL5920247,active
CHEMBL345109,active
CHEMBL4105442,active
CHEMBL4290812,active
CHEMBL3676386,active
CHEMBL2029690,inactive
CHEMBL4549542,active
CHEMBL5945237,active
CHEMBL391181,active
CHEMBL5436101,active
CHEMBL5815423,active
CHEMBL3604912,active
CHEMBL3087197,active
CHEMBL500217,active
CHEMBL5618366,active
CHEMBL5201250,active
CHEMBL162142,active
CHEMBL5770897,active
CHEMBL432416,inactive
CHEMBL2032377,active
CHEMBL212250,active
CHEMBL5087785,active
CHEMBL5950214,active
CHEMBL5178971,active
CHEMBL578044,active
CHEMBL3676367,active
CHEMBL3671537,active
CHEMBL3967962,active
CHEMBL126372,active
CHEMBL5939422,active
CHEMBL3647422,active
CHEMBL5402031,active
CHEMBL4561606,active
CHEMBL12131,active
CHEMBL3741219,active
CHEMBL3655353,active
CHEMBL5632485,active
CHEMBL5971352,active
CHEMBL24137,active
CHEMBL3746268,inactive
CHEMBL258270,active
CHEMBL5828286,active
CHEMBL6016385,active
CHEMBL5429210,active
CHEMBL5894318,inactive
CHEMBL5840233,inactive
CHEMBL5825778,active
CHEMBL5419002,active
CHEMBL4440618,active
CHEMBL4863913,active
CHEMBL5087610,active
CHEMBL4091921,active
CHEMBL168382,active
CHEMBL2087358,active
CHEMBL4466350,active
CHEMBL5846269,active
CHEMBL4740295,active
CHEMBL399735,active
CHEMBL1914663,active
CHEMBL435054,inactive
CHEMBL5775013,active
CHEMBL345837,inactive
CHEMBL4451986,active
CHEMBL3344218,active
CHEMBL136058,active
CHEMBL93464,active
CHEMBL329642,active
CHEMBL5881155,active
CHEMBL31369,active
CHEMBL1645467,active
CHEMBL4845732,active
CHEMBL432428,active
CHEMBL255865,active
CHEMBL590109,active
CHEMBL1821882,inactive
CHEMBL5562309,active
CHEMBL1090363,active
CHEMBL5183329,inactive
CHEMBL3818062,active
CHEMBL3814447,active
CHEMBL4473277,active
CHEMBL5741005,active
CHEMBL5191292,active
CHEMBL4078120,active
CHEMBL69960,active
CHEMBL5853477,active
CHEMBL1929302,inactive
CHEMBL1348499,inactive
CHEMBL4451538,active
CHEMBL3234755,active
CHEMBL5878630,active
CHEMBL4096988,active
CHEMBL5641539,active
CHEMBL5203267,active
CHEMBL5910492,active
CHEMBL3763627,active
CHEMBL5976274,active
CHEMBL2029426,active
CHEMBL6029953,active
CHEMBL1080812,active
CHEMBL3805383,active
CHEMBL3758946,active
CHEMBL2018765,inactive
CHEMBL5752927,active
CHEMBL3671478,active
CHEMBL4859542,active
CHEMBL1204262,active
CHEMBL5281464,active
CHEMBL2064384,active
CHEMBL5991947,active
CHEMBL172973,active
CHEMBL5837449,active
CHEMBL3663935,active
CHEMBL5281167,active
CHEMBL3932784,active
CHEMBL4176629,active
CHEMBL4749501,active
CHEMBL1173816,inactive
CHEMBL268501,active
CHEMBL569880,active
CHEMBL5838174,active
CHEMBL420059,active
CHEMBL3972981,active
CHEMBL3092318,active
CHEMBL5185036,active
CHEMBL5418087,active
CHEMBL4080720,active
CHEMBL415738,active
CHEMBL4071058,active
CHEMBL3355888,active
CHEMBL5815828,active
CHEMBL1358485,active
CHEMBL1173319,inactive
CHEMBL120319,active
CHEMBL6013771,active
CHEMBL5824101,active
CHEMBL207246,active
CHEMBL5209094,active
CHEMBL4452906,active
CHEMBL3676351,inactive
CHEMBL5754376,active
CHEMBL4452957,active
CHEMBL1928945,active
CHEMBL4226254,active
CHEMBL545541,active
CHEMBL5749996,active
CHEMBL3622617,active
CHEMBL2064389,active
CHEMBL4211835,active
CHEMBL5917624,active
CHEMBL5954184,active
CHEMBL4280817,active
CHEMBL2441561,active
CHEMBL2437467,active
CHEMBL180022,active
CHEMBL326280,active
CHEMBL4534719,active
CHEMBL5984886,active
CHEMBL301359,active
CHEMBL5284924,active
CHEMBL5785692,active
CHEMBL1172855,inactive
CHEMBL346846,active
CHEMBL5431378,active
CHEMBL5400930,active
CHEMBL4117373,active
CHEMBL3360609,active
CHEMBL3234748,active
CHEMBL2283255,inactive
CHEMBL5788794,active
CHEMBL5813354,active
CHEMBL5569311,active
CHEMBL4204983,active
CHEMBL5833896,active
CHEMBL5948727,active
CHEMBL3989970,active
CHEMBL5975352,active
CHEMBL606403,active
CHEMBL6040478,inactive
CHEMBL6067939,active
CHEMBL39355,active
CHEMBL3758939,active
CHEMBL3647421,active
CHEMBL3647423,active
CHEMBL5965216,active
CHEMBL5985978,active
CHEMBL377250,active
CHEMBL5743124,active
CHEMBL347659,inactive
CHEMBL545315,active
CHEMBL3919183,active
CHEMBL4473768,active
CHEMBL4167162,active
CHEMBL5870912,active
CHEMBL6056552,active
CHEMBL519757,active
CHEMBL3917698,active
CHEMBL1641994,inactive
CHEMBL3647973,active
CHEMBL5847651,active
CHEMBL391521,active
CHEMBL4090083,active
CHEMBL3671562,active
CHEMBL1828871,inactive
CHEMBL4759003,active
CHEMBL166765,active
CHEMBL604914,active
CHEMBL5755992,active
CHEMBL1203935,active
CHEMBL5170376,active
CHEMBL207445,active
CHEMBL3671528,active
CHEMBL604992,active
CHEMBL5945683,active
CHEMBL5173517,active
CHEMBL3933568,active
CHEMBL6041164,active
CHEMBL5557850,active
CHEMBL425738,active
CHEMBL4777353,active
CHEMBL4745521,active
CHEMBL5205581,active
CHEMBL5942093,active
CHEMBL5837504,active
CHEMBL5906294,active
CHEMBL4098072,active
CHEMBL4068814,inactive
CHEMBL3896779,active
CHEMBL4099445,active
CHEMBL426580,active
CHEMBL4776056,active
CHEMBL3805325,active
CHEMBL5845015,active
CHEMBL3752365,active
CHEMBL5204749,active
CHEMBL5400219,active
CHEMBL3671494,active
CHEMBL5894042,inactive
CHEMBL3754564,active
CHEMBL5920399,active
CHEMBL5986548,active
CHEMBL331026,inactive
CHEMBL5415311,active
CHEMBL5933908,active
CHEMBL5089912,active
CHEMBL5404639,active
CHEMBL4849268,inactive
CHEMBL3325472,inactive
CHEMBL523586,inactive
CHEMBL3940089,active
CHEMBL145266,inactive
CHEMBL3676352,active
CHEMBL4106607,active
CHEMBL1243254,active
CHEMBL316064,active
CHEMBL1934629,active
CHEMBL4756049,active
CHEMBL1914669,active
CHEMBL578255,active
CHEMBL230232,active
CHEMBL1242209,inactive
CHEMBL50344,active
CHEMBL1928315,active
CHEMBL53753,active
CHEMBL128467,active
CHEMBL4453276,active
CHEMBL321494,active
CHEMBL3416631,active
CHEMBL5970361,active
CHEMBL4094959,active
CHEMBL4105621,active
CHEMBL3978161,active
CHEMBL122245,active
CHEMBL598007,active
CHEMBL1914659,active
CHEMBL4556799,active
CHEMBL5827453,active
CHEMBL5938251,active
CHEMBL4786797,active
CHEMBL293913,inactive
CHEMBL3233791,active
CHEMBL6037257,active
CHEMBL593911,active
CHEMBL4760606,active
CHEMBL181275,active
CHEMBL5873071,active
CHEMBL3904966,active
CHEMBL4168254,active
CHEMBL5853577,active
CHEMBL4064475,active
CHEMBL3221554,active
CHEMBL205798,active
CHEMBL598406,active
CHEMBL2309506,active
CHEMBL4562138,active
CHEMBL5436254,active
CHEMBL3219503,active
CHEMBL3699604,active
CHEMBL597200,active
CHEMBL5814097,active
CHEMBL4079553,active
CHEMBL1917092,active
CHEMBL3963620,active
CHEMBL6059063,active
CHEMBL5799106,active
CHEMBL3818563,active
CHEMBL3948267,active
CHEMBL4105526,active
CHEMBL5827666,active
CHEMBL4071012,active
CHEMBL205870,active
CHEMBL416191,active
CHEMBL5951478,active
CHEMBL5982314,active
CHEMBL5816376,active
CHEMBL3699619,active
CHEMBL5760284,active
CHEMBL206029,active
CHEMBL3678960,active
CHEMBL5984403,active
CHEMBL337027,active
CHEMBL6045121,active
CHEMBL5201794,active
CHEMBL5272590,active
CHEMBL5915570,active
CHEMBL5207390,active
CHEMBL1272167,active
CHEMBL555321,active
CHEMBL4583178,active
CHEMBL5831206,active
CHEMBL308498,active
CHEMBL3622621,active
CHEMBL602328,active
CHEMBL3655347,active
CHEMBL3425661,active
CHEMBL1095761,active
CHEMBL4584651,active
CHEMBL52418,active
CHEMBL5882926,active
CHEMBL4070053,active
CHEMBL5945215,active
CHEMBL5265927,active
CHEMBL6045905,active
CHEMBL4763315,active
CHEMBL1944922,inactive
CHEMBL5597724,active
CHEMBL3944027,active
CHEMBL176309,active
CHEMBL4439982,active
CHEMBL234577,active
CHEMBL2425735,active
CHEMBL5439200,active
CHEMBL3676350,active
CHEMBL6011191,active
CHEMBL332096,active
CHEMBL5839283,active
CHEMBL1241241,active
CHEMBL1242378,inactive
CHEMBL1242468,inactive
CHEMBL203936,active
CHEMBL3950023,active
CHEMBL206003,active
CHEMBL5976760,active
CHEMBL6022989,active
CHEMBL590559,active
CHEMBL93545,active
CHEMBL3087200,active
CHEMBL204570,active
CHEMBL3926558,active
CHEMBL5624606,active
CHEMBL5432965,active
CHEMBL5748865,active
CHEMBL5771634,active
CHEMBL4086559,active
CHEMBL3360608,active
CHEMBL5838931,active
CHEMBL5566977,active
CHEMBL5187250,active
CHEMBL332612,active
CHEMBL6055785,active
CHEMBL4290785,active
CHEMBL5811490,active
CHEMBL5196360,active
CHEMBL3754709,active
CHEMBL5431909,active
CHEMBL6056421,active
CHEMBL5959323,active
CHEMBL5269071,active
CHEMBL5283507,active
CHEMBL5281741,active
CHEMBL1914656,active
CHEMBL5280531,active
CHEMBL4071180,active
CHEMBL5926481,active
CHEMBL5185207,active
CHEMBL2031312,active
CHEMBL312451,inactive
CHEMBL483234,inactive
CHEMBL138940,active
CHEMBL5756489,active
CHEMBL2333999,active
CHEMBL3086105,active
CHEMBL4650323,active
CHEMBL176705,active
CHEMBL4437803,active
CHEMBL5567534,active
CHEMBL204467,active
CHEMBL3622664,active
CHEMBL207410,active
CHEMBL5274657,active
CHEMBL402553,active
CHEMBL5766216,active
CHEMBL4091276,active
CHEMBL5424694,active
CHEMBL5842644,active
CHEMBL3676384,active
CHEMBL158797,inactive
CHEMBL5746985,active
CHEMBL4206585,active
CHEMBL5180830,active
CHEMBL2441567,active
CHEMBL5767274,active
CHEMBL3806172,active
CHEMBL5198368,active
CHEMBL3219130,active
CHEMBL3899132,active
CHEMBL2347960,active
CHEMBL5195593,active
CHEMBL5960275,active
CHEMBL126893,active
CHEMBL6060509,active
CHEMBL422758,active
CHEMBL125920,active
CHEMBL5272533,active
CHEMBL4746023,active
CHEMBL5871844,active
CHEMBL6009400,active
CHEMBL5853395,active
CHEMBL1094784,inactive
CHEMBL5426036,active
CHEMBL4575697,active
CHEMBL3628818,inactive
CHEMBL53121,active
CHEMBL5778271,active
CHEMBL5884157,active
CHEMBL4790655,active
CHEMBL5187838,active
CHEMBL3233776,active
CHEMBL3969628,active
CHEMBL4098587,active
CHEMBL5193594,active
CHEMBL5204270,active
CHEMBL6012814,active
CHEMBL287289,active
CHEMBL1928950,active
CHEMBL255237,active
CHEMBL5952451,active
CHEMBL5198664,active
CHEMBL5936062,active
CHEMBL5199122,active
CHEMBL5411267,active
CHEMBL4082362,active
CHEMBL4445797,active
CHEMBL4103464,active
CHEMBL3237943,inactive
CHEMBL5188399,active
CHEMBL461113,active
CHEMBL601719,active
CHEMBL3360604,active
CHEMBL3746473,active
CHEMBL5814374,active
CHEMBL5883108,active
CHEMBL3804886,active
CHEMBL1242293,active
CHEMBL941,active
CHEMBL5809520,active
CHEMBL3416627,active
CHEMBL5935427,active
CHEMBL6026402,active
CHEMBL2325093,active
CHEMBL6062449,active
CHEMBL2437226,active
CHEMBL3699591,active
CHEMBL5824145,active
CHEMBL5398686,active
CHEMBL5431583,active
CHEMBL533849,active
CHEMBL1645464,active
CHEMBL6020978,active
CHEMBL5756022,active
CHEMBL5411377,active
CHEMBL4280174,active
CHEMBL5876067,active
CHEMBL5815306,active
CHEMBL5992872,active
CHEMBL5849328,active
CHEMBL3297898,active
CHEMBL6031721,active
CHEMBL497863,active
CHEMBL5888474,active
CHEMBL5271155,active
CHEMBL3219128,active
CHEMBL255438,active
CHEMBL5747418,active
CHEMBL5206805,active
CHEMBL4753631,active
CHEMBL4446258,active
CHEMBL4072874,active
CHEMBL1914665,active
CHEMBL1812491,inactive
CHEMBL5287477,active
CHEMBL3542268,active
CHEMBL3301625,active
CHEMBL6026906,active
CHEMBL118109,inactive
CHEMBL380386,active
CHEMBL606964,active
CHEMBL28418,active
CHEMBL5964556,active
CHEMBL52665,active
CHEMBL323630,active
CHEMBL5406924,active
CHEMBL3586189,inactive
CHEMBL3414594,active
CHEMBL3676346,active
CHEMBL1271562,active
CHEMBL2381516,active
CHEMBL77085,inactive
CHEMBL5901475,active
CHEMBL5818193,inactive
CHEMBL5870116,active
CHEMBL1683957,inactive
CHEMBL6064874,active
CHEMBL5742327,active
CHEMBL166154,active
CHEMBL3237942,inactive
CHEMBL5740900,active
CHEMBL591897,active
CHEMBL5854206,active
CHEMBL5770169,active
CHEMBL5857553,active
CHEMBL5798764,active
CHEMBL1173815,active
CHEMBL4206716,active
CHEMBL4283097,active
CHEMBL5768440,active
CHEMBL5895402,active
CHEMBL4114766,active
CHEMBL3949347,active
CHEMBL6046040,active
CHEMBL4541573,active
CHEMBL3425665,active
CHEMBL5875012,active
CHEMBL5768138,active
CHEMBL201865,inactive
CHEMBL3763757,active
CHEMBL3671524,active
CHEMBL5207327,active
CHEMBL4286031,active
CHEMBL193160,active
CHEMBL3676357,active
CHEMBL5938417,active
CHEMBL5922580,active
CHEMBL5807695,active
CHEMBL1829273,inactive
CHEMBL5867406,active
CHEMBL5185330,active
CHEMBL6010524,inactive
CHEMBL4440096,inactive
CHEMBL6000972,active
CHEMBL511478,active
CHEMBL5813513,active
CHEMBL5923332,active
CHEMBL1242203,inactive
CHEMBL5187375,active
CHEMBL49986,active
CHEMBL1945453,inactive
CHEMBL287832,active
CHEMBL5612888,active
CHEMBL5517919,active
CHEMBL5981332,active
CHEMBL2093753,active
CHEMBL5194174,active
CHEMBL5851317,active
CHEMBL5093625,active
CHEMBL4126986,active
CHEMBL5881164,active
CHEMBL4476791,active
CHEMBL4081703,active
CHEMBL3655343,active
CHEMBL92825,active
CHEMBL4092003,active
CHEMBL2159053,inactive
CHEMBL117697,active
CHEMBL5203041,active
CHEMBL3920583,active
CHEMBL4293051,active
CHEMBL5975224,active
CHEMBL4166069,active
CHEMBL5968872,active
CHEMBL5198314,active
CHEMBL3416603,active
CHEMBL3416605,active
CHEMBL52197,active
CHEMBL5804325,active
CHEMBL4206166,active
CHEMBL5086894,active
CHEMBL5273438,active
CHEMBL5192793,active
CHEMBL434828,active
CHEMBL5939764,active
CHEMBL4089347,active
CHEMBL4081429,active
CHEMBL5847689,active
CHEMBL808,inactive
CHEMBL3092301,active
CHEMBL5206444,active
CHEMBL5938548,active
CHEMBL422347,active
CHEMBL2152253,active
CHEMBL4159909,active
CHEMBL4280395,active
CHEMBL5855225,active
CHEMBL18797,inactive
CHEMBL3814445,active
CHEMBL4753387,active
CHEMBL5558538,active
CHEMBL2325094,active
CHEMBL5866125,active
CHEMBL4067514,active
CHEMBL5862522,active
CHEMBL4212884,active
CHEMBL4753193,active
CHEMBL513418,active
CHEMBL358494,inactive
CHEMBL5566473,active
CHEMBL3655354,active
CHEMBL126384,active
CHEMBL115895,inactive
CHEMBL4459978,active
CHEMBL5850357,active
CHEMBL4777554,active
CHEMBL3758770,active
CHEMBL92398,active
CHEMBL5950594,active
CHEMBL5960312,active
CHEMBL3357638,active
CHEMBL3357637,active
CHEMBL5907540,active
CHEMBL5593219,active
CHEMBL2419760,active
CHEMBL3360602,active
CHEMBL5872960,active
CHEMBL4473375,active
CHEMBL5970641,active
CHEMBL4740573,active
CHEMBL5940713,active
CHEMBL2031298,active
CHEMBL5095169,active
CHEMBL5861020,active
